source_video,frame_number,timestamp_seconds,class_id,class_name,confidence,x1,y1,x2,y2,box_center_x,box_center_y,box_width,box_height
T_20260715_015858_798765.mp4,48,1.6,1,power_adapter,0.258251,155.754,279.709,472.112,534.482,313.933,407.095,316.358,254.773
T_20260715_015858_798765.mp4,49,1.633333,1,power_adapter,0.291484,159.041,280.855,469.839,532.142,314.44,406.498,310.797,251.287
T_20260715_015858_798765.mp4,50,1.666667,1,power_adapter,0.259452,158.077,280.703,471.284,534.414,314.68,407.558,313.206,253.711
T_20260715_015858_798765.mp4,81,2.7,1,power_adapter,0.338697,161.846,291.922,442.662,524.201,302.254,408.062,280.817,232.279
T_20260715_015858_798765.mp4,82,2.733333,1,power_adapter,0.316424,160.691,291.974,442.315,524.646,301.503,408.31,281.624,232.673
T_20260715_015858_798765.mp4,83,2.766667,1,power_adapter,0.384967,159.313,279.386,447.506,510.907,303.41,395.146,288.193,231.521
T_20260715_015858_798765.mp4,84,2.8,1,power_adapter,0.389196,157.296,285.738,445.44,526.94,301.368,406.339,288.143,241.202
T_20260715_015858_798765.mp4,85,2.833333,1,power_adapter,0.362376,158.022,275.462,450.524,533.075,304.273,404.269,292.502,257.613
T_20260715_015858_798765.mp4,86,2.866667,1,power_adapter,0.312727,146.23,263.354,448.212,512.82,297.221,388.087,301.982,249.466
T_20260715_015858_798765.mp4,87,2.9,1,power_adapter,0.254436,142.037,251.132,463.525,513.452,302.781,382.292,321.488,262.32
T_20260715_015858_798765.mp4,88,2.933333,1,power_adapter,0.262099,142.717,236.181,477.619,515.95,310.168,376.066,334.903,279.769
T_20260715_015858_798765.mp4,90,3.0,1,power_adapter,0.264747,166.504,219.03,483.759,481.359,325.132,350.194,317.255,262.328
T_20260715_015858_798765.mp4,91,3.033333,1,power_adapter,0.344419,180.919,206.184,505.676,481.436,343.297,343.81,324.757,275.252
T_20260715_015858_798765.mp4,92,3.066667,1,power_adapter,0.304877,205.91,187.48,532.575,457.984,369.242,322.732,326.664,270.503
T_20260715_015858_798765.mp4,93,3.1,1,power_adapter,0.46241,252.963,181.608,545.348,451.228,399.155,316.418,292.385,269.62
T_20260715_015858_798765.mp4,94,3.133333,1,power_adapter,0.552236,280.183,180.065,556.709,445.324,418.446,312.695,276.526,265.259
T_20260715_015858_798765.mp4,95,3.166667,1,power_adapter,0.444909,295.703,180.184,583.75,434.122,439.727,307.153,288.047,253.938
T_20260715_015858_798765.mp4,96,3.2,1,power_adapter,0.356868,283.263,177.504,595.877,439.158,439.57,308.331,312.613,261.654
T_20260715_015858_798765.mp4,97,3.233333,1,power_adapter,0.336213,312.31,175.92,632.934,437.344,472.622,306.632,320.625,261.424
T_20260715_015858_798765.mp4,98,3.266667,1,power_adapter,0.404835,338.346,173.519,664.226,444.869,501.286,309.194,325.879,271.35
T_20260715_015858_798765.mp4,99,3.3,1,power_adapter,0.32361,367.166,168.236,694.681,416.401,530.923,292.318,327.516,248.165
T_20260715_015858_798765.mp4,100,3.333333,1,power_adapter,0.363348,395.241,171.465,720.575,412.114,557.908,291.79,325.334,240.649
T_20260715_015858_798765.mp4,101,3.366667,1,power_adapter,0.340023,416.464,174.157,746.781,412.086,581.623,293.121,330.317,237.929
T_20260715_015858_798765.mp4,102,3.4,1,power_adapter,0.393998,447.381,173.202,768.949,413.405,608.165,293.304,321.568,240.202
T_20260715_015858_798765.mp4,103,3.433333,1,power_adapter,0.256461,473.124,174.541,798.112,414.193,635.618,294.367,324.988,239.652
T_20260715_015858_798765.mp4,105,3.5,1,power_adapter,0.282002,556.383,179.769,843.02,434.582,699.701,307.175,286.637,254.813
T_20260715_015858_798765.mp4,106,3.533333,1,power_adapter,0.303605,555.986,173.001,858.736,414.428,707.361,293.715,302.75,241.427
T_20260715_015858_798765.mp4,107,3.566667,1,power_adapter,0.310937,591.063,177.469,873.925,443.707,732.494,310.588,282.862,266.239
T_20260715_015858_798765.mp4,108,3.6,1,power_adapter,0.328982,593.119,171.256,886.274,415.578,739.696,293.417,293.156,244.322
T_20260715_015858_798765.mp4,109,3.633333,1,power_adapter,0.376212,625.003,173.667,907.333,441.269,766.168,307.468,282.331,267.602
T_20260715_015858_798765.mp4,110,3.666667,1,power_adapter,0.366168,608.317,167.168,908.99,417.889,758.653,292.528,300.673,250.721
T_20260715_015858_798765.mp4,111,3.7,1,power_adapter,0.395516,637.928,191.745,926.186,437.896,782.057,314.821,288.258,246.151
T_20260715_015858_798765.mp4,112,3.733333,1,power_adapter,0.416473,642.354,191.362,926.545,439.338,784.45,315.35,284.191,247.975
T_20260715_015858_798765.mp4,113,3.766667,1,power_adapter,0.469952,646.682,194.002,928.194,439.079,787.438,316.541,281.511,245.078
T_20260715_015858_798765.mp4,114,3.8,1,power_adapter,0.497675,641.982,192.049,932.698,446.892,787.34,319.47,290.716,254.843
T_20260715_015858_798765.mp4,115,3.833333,1,power_adapter,0.500891,639.594,188.694,939.3,450.923,789.447,319.808,299.707,262.228
T_20260715_015858_798765.mp4,116,3.866667,1,power_adapter,0.551246,645.666,192.14,942.919,451.451,794.292,321.796,297.253,259.311
T_20260715_015858_798765.mp4,117,3.9,1,power_adapter,0.578513,649.369,197.532,938.411,448.68,793.89,323.106,289.042,251.148
T_20260715_015858_798765.mp4,118,3.933333,1,power_adapter,0.453048,643.995,190.942,940.084,451.921,792.039,321.432,296.089,260.979
T_20260715_015858_798765.mp4,119,3.966667,1,power_adapter,0.43948,646.021,197.148,939.174,452.311,792.598,324.729,293.153,255.163
T_20260715_015858_798765.mp4,120,4.0,1,power_adapter,0.466232,648.758,202.149,934.323,453.136,791.54,327.642,285.565,250.987
T_20260715_015858_798765.mp4,121,4.033333,1,power_adapter,0.448225,646.352,204.503,932.002,456.373,789.177,330.438,285.65,251.87
T_20260715_015858_798765.mp4,122,4.066667,1,power_adapter,0.424498,639.553,207.141,932.162,459.189,785.858,333.165,292.609,252.047
T_20260715_015858_798765.mp4,123,4.1,1,power_adapter,0.459677,641.554,219.297,941.282,478.396,791.418,348.847,299.728,259.1
T_20260715_015858_798765.mp4,124,4.133333,1,power_adapter,0.49411,638.776,218.539,938.867,477.457,788.822,347.998,300.091,258.918
T_20260715_015858_798765.mp4,125,4.166667,1,power_adapter,0.533939,644.026,220.473,938.081,476.855,791.054,348.664,294.055,256.382
T_20260715_015858_798765.mp4,126,4.2,1,power_adapter,0.605953,646.011,223.266,943.587,476.677,794.799,349.971,297.576,253.411
T_20260715_015858_798765.mp4,127,4.233333,1,power_adapter,0.591107,653.499,223.62,936.566,474.039,795.033,348.829,283.067,250.418
T_20260715_015858_798765.mp4,128,4.266667,1,power_adapter,0.58614,648.092,222.273,932.729,475.257,790.411,348.765,284.636,252.983
T_20260715_015858_798765.mp4,129,4.3,1,power_adapter,0.609391,647.038,223.49,936.865,475.303,791.952,349.396,289.827,251.813
T_20260715_015858_798765.mp4,130,4.333333,1,power_adapter,0.606721,644.723,222.057,938.896,473.606,791.809,347.831,294.173,251.549
T_20260715_015858_798765.mp4,131,4.366667,1,power_adapter,0.627463,650.092,224.069,940.982,471.581,795.537,347.825,290.89,247.513
T_20260715_015858_798765.mp4,132,4.4,1,power_adapter,0.578478,651.127,224.45,948.032,471.159,799.58,347.805,296.906,246.709
T_20260715_015858_798765.mp4,133,4.433333,1,power_adapter,0.533969,644.148,223.073,941.959,471.233,793.054,347.153,297.811,248.159
T_20260715_015858_798765.mp4,134,4.466667,1,power_adapter,0.542394,652.38,240.649,956.355,491.354,804.368,366.002,303.975,250.705
T_20260715_015858_798765.mp4,135,4.5,1,power_adapter,0.545273,656.376,242.766,951.398,490.479,803.887,366.623,295.022,247.713
T_20260715_015858_798765.mp4,136,4.533333,1,power_adapter,0.499237,655.26,240.736,955.745,492.337,805.502,366.536,300.485,251.601
T_20260715_015858_798765.mp4,137,4.566667,1,power_adapter,0.489512,652.705,241.139,953.007,493.317,802.856,367.228,300.302,252.177
T_20260715_015858_798765.mp4,138,4.6,1,power_adapter,0.503177,651.129,238.998,953.453,493.152,802.291,366.075,302.325,254.154
T_20260715_015858_798765.mp4,139,4.633333,1,power_adapter,0.538826,640.499,225.587,955.566,471.701,798.032,348.644,315.067,246.113
T_20260715_015858_798765.mp4,140,4.666667,1,power_adapter,0.523843,641.503,223.799,961.041,472.582,801.272,348.191,319.538,248.782
T_20260715_015858_798765.mp4,141,4.7,1,power_adapter,0.502661,648.798,227.299,951.155,474.493,799.977,350.896,302.357,247.194
T_20260715_015858_798765.mp4,142,4.733333,1,power_adapter,0.398734,639.688,225.364,941.241,476.274,790.465,350.819,301.553,250.91
T_20260715_015858_798765.mp4,143,4.766667,1,power_adapter,0.338538,628.565,206.301,945.37,477.463,786.967,341.882,316.805,271.163
T_20260715_015858_798765.mp4,147,4.9,1,power_adapter,0.253728,641.357,225.316,956.156,492.649,798.756,358.983,314.799,267.333
T_20260715_015858_798765.mp4,148,4.933333,1,power_adapter,0.26216,640.961,225.884,956.355,492.581,798.658,359.232,315.395,266.698
T_20260715_015858_798765.mp4,150,5.0,1,power_adapter,0.263043,639.426,223.262,957.644,493.105,798.535,358.184,318.218,269.843
T_20260715_015858_798765.mp4,154,5.133333,1,power_adapter,0.257013,641.243,223.528,958.048,492.65,799.646,358.089,316.806,269.122
T_20260715_015858_798765.mp4,155,5.166667,1,power_adapter,0.250266,640.494,222.711,957.521,492.605,799.007,357.658,317.027,269.894
T_20260715_015858_798765.mp4,169,5.633333,1,power_adapter,0.250231,644.224,227.463,952.69,491.249,798.457,359.356,308.467,263.786
T_20260715_015858_798765.mp4,178,5.933333,1,power_adapter,0.269037,643.515,225.126,954.925,491.932,799.22,358.529,311.41,266.805
T_20260715_015858_798765.mp4,183,6.1,1,power_adapter,0.251269,641.845,222.061,955.476,492.278,798.661,357.17,313.631,270.217
T_20260715_015858_798765.mp4,198,6.6,1,power_adapter,0.26308,642.681,224.112,953.008,491.684,797.845,357.898,310.327,267.572
T_20260715_015858_798765.mp4,199,6.633333,1,power_adapter,0.264488,643.735,223.743,953.935,491.248,798.835,357.496,310.201,267.505
T_20260715_015858_798765.mp4,200,6.666667,1,power_adapter,0.268663,643.521,223.419,954.897,491.443,799.209,357.431,311.376,268.025
T_20260715_015858_798765.mp4,201,6.7,1,power_adapter,0.268207,643.271,223.97,954.886,491.781,799.078,357.875,311.615,267.811
T_20260715_015858_798765.mp4,202,6.733333,1,power_adapter,0.2873,644.012,223.718,954.437,490.735,799.224,357.227,310.425,267.017
T_20260715_015858_798765.mp4,203,6.766667,1,power_adapter,0.270656,643.01,223.506,954.482,491.672,798.746,357.589,311.472,268.167
T_20260715_015858_798765.mp4,205,6.833333,1,power_adapter,0.259729,643.575,226.225,951.854,492.358,797.715,359.292,308.279,266.133
T_20260715_015858_798765.mp4,206,6.866667,1,power_adapter,0.261298,642.659,225.903,952.667,492.713,797.663,359.308,310.008,266.81
T_20260715_015858_798765.mp4,208,6.933333,1,power_adapter,0.258619,643.655,225.645,953.587,492.488,798.621,359.067,309.932,266.843
T_20260715_015858_798765.mp4,209,6.966667,1,power_adapter,0.267027,643.795,226.041,953.638,492.546,798.716,359.294,309.843,266.506
T_20260715_015858_798765.mp4,210,7.0,1,power_adapter,0.28149,643.629,225.153,955.051,492.019,799.34,358.586,311.422,266.866
T_20260715_015858_798765.mp4,211,7.033333,1,power_adapter,0.268901,644.761,225.236,954.71,491.565,799.735,358.401,309.949,266.329
T_20260715_015858_798765.mp4,212,7.066667,1,power_adapter,0.273188,644.051,225.182,955.185,492.079,799.618,358.63,311.134,266.897
T_20260715_015858_798765.mp4,213,7.1,1,power_adapter,0.260937,643.51,225.695,954.499,492.412,799.004,359.053,310.989,266.717
T_20260715_015858_798765.mp4,217,7.233333,1,power_adapter,0.26238,643.805,227.638,955.091,493.187,799.448,360.412,311.286,265.549
T_20260715_015858_798765.mp4,219,7.3,1,power_adapter,0.270999,645.345,228.404,954.861,492.044,800.103,360.224,309.516,263.641
T_20260715_015858_798765.mp4,220,7.333333,1,power_adapter,0.266573,643.812,227.979,954.842,492.96,799.327,360.469,311.03,264.981
T_20260715_015858_798765.mp4,221,7.366667,1,power_adapter,0.282243,643.891,228.196,953.624,492.44,798.757,360.318,309.733,264.244
T_20260715_015858_798765.mp4,222,7.4,1,power_adapter,0.267283,643.532,227.767,954.092,492.847,798.812,360.307,310.56,265.08
T_20260715_015858_798765.mp4,223,7.433333,1,power_adapter,0.267088,643.888,227.276,955.282,492.37,799.585,359.823,311.394,265.094
T_20260715_015858_798765.mp4,224,7.466667,1,power_adapter,0.265139,643.229,226.729,953.95,492.456,798.59,359.592,310.721,265.727
T_20260715_015858_798765.mp4,225,7.5,1,power_adapter,0.272335,644.128,226.565,955.233,491.706,799.68,359.136,311.104,265.14
T_20260715_015858_798765.mp4,226,7.533333,1,power_adapter,0.272765,644.567,226.248,954.563,491.553,799.565,358.9,309.996,265.305
T_20260715_015858_798765.mp4,227,7.566667,1,power_adapter,0.264674,644.788,220.0,944.375,474.021,794.581,347.011,299.587,254.021
T_20260715_015858_798765.mp4,231,7.7,1,power_adapter,0.253082,642.338,224.753,952.194,492.863,797.266,358.808,309.856,268.111
T_20260715_015858_798765.mp4,237,7.9,1,power_adapter,0.256604,643.418,224.475,953.772,492.312,798.595,358.394,310.354,267.837
T_20260715_015858_798765.mp4,240,8.0,1,power_adapter,0.256968,645.682,218.709,942.391,473.829,794.036,346.269,296.708,255.12
T_20260715_015858_798765.mp4,242,8.066667,1,power_adapter,0.253157,644.255,224.43,954.128,491.826,799.192,358.128,309.873,267.395
T_20260715_015858_798765.mp4,243,8.1,1,power_adapter,0.251962,644.646,225.103,953.576,492.16,799.111,358.632,308.929,267.057
T_20260715_015858_798765.mp4,244,8.133333,1,power_adapter,0.254049,645.601,225.083,952.748,491.331,799.175,358.207,307.147,266.248
T_20260715_015858_798765.mp4,246,8.2,1,power_adapter,0.259538,645.312,224.188,952.301,491.231,798.806,357.71,306.989,267.043
T_20260715_015858_798765.mp4,247,8.233333,1,power_adapter,0.270264,646.517,224.732,951.653,490.113,799.085,357.422,305.136,265.381
T_20260715_015858_798765.mp4,248,8.266667,1,power_adapter,0.281907,645.969,224.479,952.152,490.293,799.061,357.386,306.182,265.814
T_20260715_015858_798765.mp4,249,8.3,1,power_adapter,0.25553,644.172,223.481,953.66,491.536,798.916,357.508,309.488,268.055
T_20260715_015858_798765.mp4,250,8.333333,1,power_adapter,0.262586,644.356,223.129,954.397,491.446,799.376,357.287,310.041,268.317
T_20260715_015858_798765.mp4,251,8.366667,1,power_adapter,0.269473,643.959,223.49,952.832,491.272,798.395,357.381,308.873,267.782
T_20260715_015858_798765.mp4,252,8.4,1,power_adapter,0.272857,643.065,229.348,952.689,493.427,797.877,361.387,309.624,264.079
T_20260715_015858_798765.mp4,253,8.433333,1,power_adapter,0.289657,644.257,230.459,950.022,492.745,797.139,361.602,305.765,262.286
T_20260715_015858_798765.mp4,254,8.466667,1,power_adapter,0.296146,644.16,230.087,950.586,492.439,797.373,361.263,306.426,262.352
T_20260715_015858_798765.mp4,255,8.5,1,power_adapter,0.291912,644.669,229.684,952.512,492.183,798.591,360.934,307.843,262.499
T_20260715_015858_798765.mp4,256,8.533333,1,power_adapter,0.294495,644.953,228.71,952.45,491.491,798.702,360.101,307.497,262.781
T_20260715_015858_798765.mp4,257,8.566667,1,power_adapter,0.293403,644.518,229.816,953.046,491.715,798.782,360.765,308.528,261.9
T_20260715_015858_798765.mp4,258,8.6,1,power_adapter,0.299736,644.584,229.233,951.873,491.363,798.229,360.298,307.288,262.129
T_20260715_015858_798765.mp4,259,8.633333,1,power_adapter,0.290366,644.664,228.734,953.755,491.894,799.209,360.314,309.091,263.16
T_20260715_015858_798765.mp4,260,8.666667,1,power_adapter,0.309077,643.745,228.114,952.742,491.854,798.243,359.984,308.997,263.74
T_20260715_015858_798765.mp4,261,8.7,1,power_adapter,0.30687,643.07,228.19,953.55,491.862,798.31,360.026,310.479,263.671
T_20260715_015858_798765.mp4,262,8.733333,1,power_adapter,0.29543,644.454,228.542,952.281,492.212,798.367,360.377,307.827,263.67
T_20260715_015858_798765.mp4,263,8.766667,1,power_adapter,0.290106,644.426,229.512,952.148,492.304,798.287,360.908,307.722,262.793
T_20260715_015858_798765.mp4,266,8.866667,1,power_adapter,0.25237,645.568,224.925,954.671,492.517,800.119,358.721,309.103,267.592
T_20260715_015858_798765.mp4,267,8.9,1,power_adapter,0.258841,645.512,225.066,955.554,492.154,800.533,358.61,310.043,267.088
T_20260715_015858_798765.mp4,268,8.933333,1,power_adapter,0.260241,644.755,223.873,955.511,492.242,800.133,358.058,310.756,268.369
T_20260715_015858_798765.mp4,271,9.033333,1,power_adapter,0.265107,644.28,223.408,957.225,491.72,800.753,357.564,312.945,268.312
T_20260715_015858_798765.mp4,272,9.066667,1,power_adapter,0.252659,644.185,223.071,958.959,492.083,801.572,357.577,314.774,269.012
T_20260715_015858_798765.mp4,273,9.1,1,power_adapter,0.264089,644.38,223.862,957.115,491.994,800.748,357.928,312.735,268.132
