source_video,processed_frames,video_duration_seconds,average_sample_period_seconds,estimated_processing_fps,empty_frames,marker_only_frames,power_adapter_only_frames,both_present_frames,empty_duration_seconds,marker_only_duration_seconds,power_adapter_only_duration_seconds,both_present_duration_seconds,empty_percentage,marker_only_percentage,power_adapter_only_percentage,both_present_percentage,first_state,final_state,dominant_state,state_transition_count,process_event_count,sequence_violation_count,assembly_completion_event_count,expected_sequence_observed,process_status
T_20260712_200418_666396.mp4,783,26.066667,0.033333,30.0,0,3,92,688,0.0,0.1,3.066667,22.933334,0.0,0.383142,11.749681,87.867178,BOTH_PRESENT,BOTH_PRESENT,BOTH_PRESENT,17,17,8,8,False,SEQUENCE_VIOLATIONS_DETECTED
