source_video,processed_frames,frames_with_detections,frames_without_detections,detection_rate_percent,total_detections,marker_detections,power_adapter_detections,video_fps,video_duration_seconds,confidence_threshold,model_path
T_20260715_015858_798765.mp4,275,172,103,62.545,172,0,172,30.0,9.166667,0.25,C:\Users\mehul\Desktop\Thesis\SOFTWARE V2 AI PROTOTYPE\weights\best.pt
