image_filename,source_video,trial_id,source_frame_number,source_time_seconds,source_video_fps,frame_width,frame_height,read_success,resolution_ok,blur_score,is_blurry,mean_brightness,is_too_dark,is_too_bright,contrast_score,is_low_contrast,is_exact_duplicate,duplicate_of,quality_warning_count,near_duplicate_pair_count,highest_local_similarity,most_similar_image,near_duplicate_warning,automatic_warning_count,automatic_recommendation,human_decision,human_notes
T_20260712_195606_753667_frame_000000.jpg,T_20260712_195606_753667.mp4,T_20260712_195606_753667,0,0.0,30.0,1280,720,True,True,104.74,False,106.947,False,False,62.203,False,False,,0,3,0.98711,T_20260712_195606_753667_frame_000090.jpg,True,1,REVIEW,KEEP,
T_20260712_195606_753667_frame_000030.jpg,T_20260712_195606_753667.mp4,T_20260712_195606_753667,30,1.0,30.0,1280,720,True,True,110.861,False,108.981,False,False,63.506,False,False,,0,4,0.992349,T_20260712_195606_753667_frame_000060.jpg,True,1,REVIEW,KEEP,
T_20260712_195606_753667_frame_000060.jpg,T_20260712_195606_753667.mp4,T_20260712_195606_753667,60,2.0,30.0,1280,720,True,True,112.368,False,108.907,False,False,63.489,False,False,,0,4,0.992349,T_20260712_195606_753667_frame_000030.jpg,True,1,REVIEW,KEEP,
T_20260712_195606_753667_frame_000090.jpg,T_20260712_195606_753667.mp4,T_20260712_195606_753667,90,3.0,30.0,1280,720,True,True,107.764,False,107.335,False,False,62.12,False,False,,0,5,0.987924,T_20260712_195606_753667_frame_000120.jpg,True,1,REVIEW,KEEP,
T_20260712_195606_753667_frame_000120.jpg,T_20260712_195606_753667.mp4,T_20260712_195606_753667,120,4.0,30.0,1280,720,True,True,105.153,False,105.416,False,False,61.17,False,False,,0,4,0.990449,T_20260712_195606_753667_frame_000180.jpg,True,1,REVIEW,REJECT,
T_20260712_195606_753667_frame_000150.jpg,T_20260712_195606_753667.mp4,T_20260712_195606_753667,150,5.0,30.0,1280,720,True,True,4.76,True,106.927,False,False,59.289,False,False,,1,0,0.896874,T_20260712_195606_753667_frame_000180.jpg,False,1,REVIEW,REJECT,
T_20260712_195606_753667_frame_000180.jpg,T_20260712_195606_753667.mp4,T_20260712_195606_753667,180,6.0,30.0,1280,720,True,True,105.838,False,105.321,False,False,60.856,False,False,,0,2,0.990449,T_20260712_195606_753667_frame_000120.jpg,True,1,REVIEW,KEEP,
T_20260712_195649_403972_frame_000000.jpg,T_20260712_195649_403972.mp4,T_20260712_195649_403972,0,0.0,30.0,1280,720,True,True,103.234,False,105.191,False,False,60.83,False,False,,0,0,0.923185,T_20260712_195649_403972_frame_000030.jpg,False,0,NO_WARNING,REJECT,
T_20260712_195649_403972_frame_000030.jpg,T_20260712_195649_403972.mp4,T_20260712_195649_403972,30,1.0,30.0,1280,720,True,True,115.705,False,109.497,False,False,63.611,False,False,,0,0,0.931782,T_20260712_195649_403972_frame_000060.jpg,False,0,NO_WARNING,KEEP,
T_20260712_195649_403972_frame_000060.jpg,T_20260712_195649_403972.mp4,T_20260712_195649_403972,60,2.0,30.0,1280,720,True,True,121.475,False,108.111,False,False,64.178,False,False,,0,0,0.931782,T_20260712_195649_403972_frame_000030.jpg,False,0,NO_WARNING,REJECT,
T_20260712_195649_403972_frame_000090.jpg,T_20260712_195649_403972.mp4,T_20260712_195649_403972,90,3.0,30.0,1280,720,True,True,126.382,False,110.605,False,False,64.002,False,False,,0,3,0.987639,T_20260712_195649_403972_frame_000120.jpg,True,1,REVIEW,KEEP,
T_20260712_195649_403972_frame_000120.jpg,T_20260712_195649_403972.mp4,T_20260712_195649_403972,120,4.0,30.0,1280,720,True,True,125.212,False,108.86,False,False,63.251,False,False,,0,4,0.987639,T_20260712_195649_403972_frame_000090.jpg,True,1,REVIEW,KEEP,
T_20260712_195649_403972_frame_000150.jpg,T_20260712_195649_403972.mp4,T_20260712_195649_403972,150,5.0,30.0,1280,720,True,True,114.236,False,105.066,False,False,60.878,False,False,,0,4,0.990276,T_20260712_195649_403972_frame_000210.jpg,True,1,REVIEW,KEEP,
T_20260712_195649_403972_frame_000180.jpg,T_20260712_195649_403972.mp4,T_20260712_195649_403972,180,6.0,30.0,1280,720,True,True,115.488,False,105.641,False,False,61.077,False,False,,0,4,0.992078,T_20260712_195649_403972_frame_000210.jpg,True,1,REVIEW,REJECT,
T_20260712_195649_403972_frame_000210.jpg,T_20260712_195649_403972.mp4,T_20260712_195649_403972,210,7.0,30.0,1280,720,True,True,113.749,False,105.48,False,False,60.995,False,False,,0,3,0.992078,T_20260712_195649_403972_frame_000180.jpg,True,1,REVIEW,REJECT,
T_20260712_195728_922976_frame_000000.jpg,T_20260712_195728_922976.mp4,T_20260712_195728_922976,0,0.0,30.0,1280,720,True,True,113.045,False,105.534,False,False,61.107,False,False,,0,0,0.792632,T_20260712_195728_922976_frame_000090.jpg,False,0,NO_WARNING,KEEP,
T_20260712_195728_922976_frame_000030.jpg,T_20260712_195728_922976.mp4,T_20260712_195728_922976,30,1.0,30.0,1280,720,True,True,144.5,False,115.985,False,False,66.747,False,False,,0,3,0.989745,T_20260712_195728_922976_frame_000060.jpg,True,1,REVIEW,KEEP,
T_20260712_195728_922976_frame_000060.jpg,T_20260712_195728_922976.mp4,T_20260712_195728_922976,60,2.0,30.0,1280,720,True,True,148.03,False,117.546,False,False,67.345,False,False,,0,4,0.989745,T_20260712_195728_922976_frame_000030.jpg,True,1,REVIEW,KEEP,
T_20260712_195728_922976_frame_000090.jpg,T_20260712_195728_922976.mp4,T_20260712_195728_922976,90,3.0,30.0,1280,720,True,True,144.394,False,114.838,False,False,65.675,False,False,,0,5,0.985697,T_20260712_195728_922976_frame_000030.jpg,True,1,REVIEW,KEEP,
T_20260712_195728_922976_frame_000120.jpg,T_20260712_195728_922976.mp4,T_20260712_195728_922976,120,4.0,30.0,1280,720,True,True,130.198,False,109.14,False,False,62.997,False,False,,0,5,0.991771,T_20260712_195728_922976_frame_000180.jpg,True,1,REVIEW,REJECT,
T_20260712_195728_922976_frame_000150.jpg,T_20260712_195728_922976.mp4,T_20260712_195728_922976,150,5.0,30.0,1280,720,True,True,131.52,False,109.884,False,False,63.16,False,False,,0,4,0.992432,T_20260712_195728_922976_frame_000180.jpg,True,1,REVIEW,REJECT,
T_20260712_195728_922976_frame_000180.jpg,T_20260712_195728_922976.mp4,T_20260712_195728_922976,180,6.0,30.0,1280,720,True,True,132.13,False,110.05,False,False,63.144,False,False,,0,3,0.992432,T_20260712_195728_922976_frame_000150.jpg,True,1,REVIEW,REJECT,
T_20260712_195753_424095_frame_000000.jpg,T_20260712_195753_424095.mp4,T_20260712_195753_424095,0,0.0,30.0,1280,720,True,True,127.618,False,108.588,False,False,62.675,False,False,,0,0,0.885808,T_20260712_195753_424095_frame_000030.jpg,False,0,NO_WARNING,KEEP,
T_20260712_195753_424095_frame_000030.jpg,T_20260712_195753_424095.mp4,T_20260712_195753_424095,30,1.0,30.0,1280,720,True,True,149.378,False,116.296,False,False,66.492,False,False,,0,3,0.988274,T_20260712_195753_424095_frame_000090.jpg,True,1,REVIEW,KEEP,
T_20260712_195753_424095_frame_000060.jpg,T_20260712_195753_424095.mp4,T_20260712_195753_424095,60,2.0,30.0,1280,720,True,True,144.658,False,114.339,False,False,66.343,False,False,,0,4,0.986765,T_20260712_195753_424095_frame_000090.jpg,True,1,REVIEW,KEEP,
T_20260712_195753_424095_frame_000090.jpg,T_20260712_195753_424095.mp4,T_20260712_195753_424095,90,3.0,30.0,1280,720,True,True,147.013,False,115.101,False,False,66.348,False,False,,0,4,0.988274,T_20260712_195753_424095_frame_000030.jpg,True,1,REVIEW,KEEP,
T_20260712_195753_424095_frame_000120.jpg,T_20260712_195753_424095.mp4,T_20260712_195753_424095,120,4.0,30.0,1280,720,True,True,142.792,False,113.866,False,False,65.581,False,False,,0,4,0.989329,T_20260712_195753_424095_frame_000150.jpg,True,1,REVIEW,KEEP,
T_20260712_195753_424095_frame_000150.jpg,T_20260712_195753_424095.mp4,T_20260712_195753_424095,150,5.0,30.0,1280,720,True,True,140.2,False,112.401,False,False,64.702,False,False,,0,3,0.989329,T_20260712_195753_424095_frame_000120.jpg,True,1,REVIEW,REJECT,
T_20260712_195837_322396_frame_000000.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,0,0.0,30.0,1280,720,True,True,135.514,False,110.946,False,False,63.931,False,False,,0,0,0.810032,T_20260712_195837_322396_frame_000090.jpg,False,0,NO_WARNING,KEEP,
T_20260712_195837_322396_frame_000030.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,30,1.0,30.0,1280,720,True,True,143.072,False,113.236,False,False,67.027,False,False,,0,0,0.900672,T_20260712_195837_322396_frame_000060.jpg,False,0,NO_WARNING,KEEP,
T_20260712_195837_322396_frame_000060.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,60,2.0,30.0,1280,720,True,True,147.833,False,114.993,False,False,67.672,False,False,,0,0,0.921309,T_20260712_195837_322396_frame_000120.jpg,False,0,NO_WARNING,KEEP,
T_20260712_195837_322396_frame_000090.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,90,3.0,30.0,1280,720,True,True,142.178,False,112.951,False,False,66.477,False,False,,0,0,0.906396,T_20260712_195837_322396_frame_000180.jpg,False,0,NO_WARNING,KEEP,
T_20260712_195837_322396_frame_000120.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,120,4.0,30.0,1280,720,True,True,144.1,False,113.092,False,False,66.984,False,False,,0,0,0.921309,T_20260712_195837_322396_frame_000060.jpg,False,0,NO_WARNING,KEEP,
T_20260712_195837_322396_frame_000150.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,150,5.0,30.0,1280,720,True,True,138.92,False,109.272,False,False,64.495,False,False,,0,0,0.914588,T_20260712_195837_322396_frame_000210.jpg,False,0,NO_WARNING,REJECT,
T_20260712_195837_322396_frame_000180.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,180,6.0,30.0,1280,720,True,True,132.524,False,105.107,False,False,62.595,False,False,,0,0,0.906396,T_20260712_195837_322396_frame_000090.jpg,False,0,NO_WARNING,KEEP,
T_20260712_195837_322396_frame_000210.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,210,7.0,30.0,1280,720,True,True,153.067,False,109.146,False,False,63.986,False,False,,0,0,0.925043,T_20260712_195837_322396_frame_000270.jpg,False,0,NO_WARNING,REJECT,
T_20260712_195837_322396_frame_000240.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,240,8.0,30.0,1280,720,True,True,152.937,False,109.38,False,False,65.885,False,False,,0,1,0.961539,T_20260712_195837_322396_frame_000270.jpg,True,1,REVIEW,REJECT,
T_20260712_195837_322396_frame_000270.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,270,9.0,30.0,1280,720,True,True,154.574,False,111.435,False,False,66.157,False,False,,0,1,0.961539,T_20260712_195837_322396_frame_000240.jpg,True,1,REVIEW,REJECT,
T_20260712_195933_076767_frame_000000.jpg,T_20260712_195933_076767.mp4,T_20260712_195933_076767,0,0.0,30.0,1280,720,True,True,142.674,False,110.36,False,False,63.734,False,False,,0,0,0.8926,T_20260712_195933_076767_frame_000060.jpg,False,0,NO_WARNING,KEEP,
T_20260712_195933_076767_frame_000030.jpg,T_20260712_195933_076767.mp4,T_20260712_195933_076767,30,1.0,30.0,1280,720,True,True,164.158,False,122.686,False,False,70.03,False,False,,0,3,0.977401,T_20260712_195933_076767_frame_000120.jpg,True,1,REVIEW,KEEP,
T_20260712_195933_076767_frame_000060.jpg,T_20260712_195933_076767.mp4,T_20260712_195933_076767,60,2.0,30.0,1280,720,True,True,151.005,False,115.771,False,False,66.357,False,False,,0,4,0.990243,T_20260712_195933_076767_frame_000090.jpg,True,1,REVIEW,KEEP,
T_20260712_195933_076767_frame_000090.jpg,T_20260712_195933_076767.mp4,T_20260712_195933_076767,90,3.0,30.0,1280,720,True,True,151.919,False,116.735,False,False,66.778,False,False,,0,4,0.990243,T_20260712_195933_076767_frame_000060.jpg,True,1,REVIEW,KEEP,
T_20260712_195933_076767_frame_000120.jpg,T_20260712_195933_076767.mp4,T_20260712_195933_076767,120,4.0,30.0,1280,720,True,True,155.508,False,118.052,False,False,67.398,False,False,,0,4,0.992861,T_20260712_195933_076767_frame_000150.jpg,True,1,REVIEW,KEEP,
T_20260712_195933_076767_frame_000150.jpg,T_20260712_195933_076767.mp4,T_20260712_195933_076767,150,5.0,30.0,1280,720,True,True,154.016,False,118.121,False,False,67.486,False,False,,0,3,0.992861,T_20260712_195933_076767_frame_000120.jpg,True,1,REVIEW,REJECT,
T_20260712_200002_161235_frame_000000.jpg,T_20260712_200002_161235.mp4,T_20260712_200002_161235,0,0.0,30.0,1280,720,True,True,151.629,False,117.122,False,False,67.142,False,False,,0,0,0.795999,T_20260712_200002_161235_frame_000090.jpg,False,0,NO_WARNING,KEEP,
T_20260712_200002_161235_frame_000030.jpg,T_20260712_200002_161235.mp4,T_20260712_200002_161235,30,1.0,30.0,1280,720,True,True,174.563,False,126.708,False,False,72.475,False,False,,0,3,0.987084,T_20260712_200002_161235_frame_000060.jpg,True,1,REVIEW,KEEP,
T_20260712_200002_161235_frame_000060.jpg,T_20260712_200002_161235.mp4,T_20260712_200002_161235,60,2.0,30.0,1280,720,True,True,176.757,False,125.344,False,False,71.664,False,False,,0,4,0.987084,T_20260712_200002_161235_frame_000030.jpg,True,1,REVIEW,KEEP,
T_20260712_200002_161235_frame_000090.jpg,T_20260712_200002_161235.mp4,T_20260712_200002_161235,90,3.0,30.0,1280,720,True,True,170.739,False,122.469,False,False,70.464,False,False,,0,5,0.990914,T_20260712_200002_161235_frame_000120.jpg,True,1,REVIEW,KEEP,
T_20260712_200002_161235_frame_000120.jpg,T_20260712_200002_161235.mp4,T_20260712_200002_161235,120,4.0,30.0,1280,720,True,True,170.693,False,122.739,False,False,70.539,False,False,,0,5,0.990914,T_20260712_200002_161235_frame_000090.jpg,True,1,REVIEW,REJECT,
T_20260712_200002_161235_frame_000150.jpg,T_20260712_200002_161235.mp4,T_20260712_200002_161235,150,5.0,30.0,1280,720,True,True,166.043,False,119.212,False,False,68.24,False,False,,0,4,0.989716,T_20260712_200002_161235_frame_000180.jpg,True,1,REVIEW,KEEP,
T_20260712_200002_161235_frame_000180.jpg,T_20260712_200002_161235.mp4,T_20260712_200002_161235,180,6.0,30.0,1280,720,True,True,161.525,False,118.149,False,False,67.579,False,False,,0,3,0.989716,T_20260712_200002_161235_frame_000150.jpg,True,1,REVIEW,REJECT,
T_20260712_200033_240601_frame_000000.jpg,T_20260712_200033_240601.mp4,T_20260712_200033_240601,0,0.0,30.0,1280,720,True,True,159.7,False,117.78,False,False,67.5,False,False,,0,0,0.844992,T_20260712_200033_240601_frame_000090.jpg,False,0,NO_WARNING,KEEP,
