image_filename,source_video,trial_id,source_frame_number,source_time_seconds,source_video_fps,frame_width,frame_height,read_success,resolution_ok,blur_score,is_blurry,mean_brightness,is_too_dark,is_too_bright,contrast_score,is_low_contrast,is_exact_duplicate,duplicate_of,quality_warning_count,near_duplicate_pair_count,highest_local_similarity,most_similar_image,near_duplicate_warning,automatic_warning_count,automatic_recommendation,human_decision,human_notes
T_20260712_200033_240601_frame_000030.jpg,T_20260712_200033_240601.mp4,T_20260712_200033_240601,30,1.0,30.0,1280,720,True,True,163.056,False,124.748,False,False,71.767,False,False,,0,3,0.987889,T_20260712_200033_240601_frame_000060.jpg,True,1,REVIEW,KEEP,
T_20260712_200033_240601_frame_000060.jpg,T_20260712_200033_240601.mp4,T_20260712_200033_240601,60,2.0,30.0,1280,720,True,True,162.903,False,123.646,False,False,71.124,False,False,,0,4,0.987889,T_20260712_200033_240601_frame_000030.jpg,True,1,REVIEW,KEEP,
T_20260712_200033_240601_frame_000090.jpg,T_20260712_200033_240601.mp4,T_20260712_200033_240601,90,3.0,30.0,1280,720,True,True,151.017,False,118.122,False,False,67.951,False,False,,0,4,0.992154,T_20260712_200033_240601_frame_000150.jpg,True,1,REVIEW,KEEP,
T_20260712_200033_240601_frame_000120.jpg,T_20260712_200033_240601.mp4,T_20260712_200033_240601,120,4.0,30.0,1280,720,True,True,148.814,False,117.39,False,False,67.732,False,False,,0,4,0.991769,T_20260712_200033_240601_frame_000150.jpg,True,1,REVIEW,KEEP,
T_20260712_200033_240601_frame_000150.jpg,T_20260712_200033_240601.mp4,T_20260712_200033_240601,150,5.0,30.0,1280,720,True,True,150.439,False,117.916,False,False,67.952,False,False,,0,3,0.992154,T_20260712_200033_240601_frame_000090.jpg,True,1,REVIEW,KEEP,
T_20260712_200051_593408_frame_000000.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,0,0.0,30.0,1280,720,True,True,147.949,False,117.834,False,False,67.853,False,False,,0,0,0.837502,T_20260712_200051_593408_frame_000060.jpg,False,0,NO_WARNING,KEEP,
T_20260712_200051_593408_frame_000030.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,30,1.0,30.0,1280,720,True,True,157.073,False,119.061,False,False,69.919,False,False,,0,0,0.911433,T_20260712_200051_593408_frame_000060.jpg,False,0,NO_WARNING,KEEP,
T_20260712_200051_593408_frame_000060.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,60,2.0,30.0,1280,720,True,True,152.149,False,118.474,False,False,69.413,False,False,,0,0,0.926958,T_20260712_200051_593408_frame_000090.jpg,False,0,NO_WARNING,KEEP,
T_20260712_200051_593408_frame_000090.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,90,3.0,30.0,1280,720,True,True,148.885,False,114.251,False,False,67.84,False,False,,0,0,0.926958,T_20260712_200051_593408_frame_000060.jpg,False,0,NO_WARNING,KEEP,
T_20260712_200051_593408_frame_000120.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,120,4.0,30.0,1280,720,True,True,146.11,False,113.744,False,False,66.844,False,False,,0,0,0.943071,T_20260712_200051_593408_frame_000150.jpg,False,0,NO_WARNING,KEEP,
T_20260712_200051_593408_frame_000150.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,150,5.0,30.0,1280,720,True,True,141.037,False,111.019,False,False,65.613,False,False,,0,0,0.943071,T_20260712_200051_593408_frame_000120.jpg,False,0,NO_WARNING,KEEP,
T_20260712_200051_593408_frame_000180.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,180,6.0,30.0,1280,720,True,True,142.351,False,110.251,False,False,65.403,False,False,,0,0,0.928993,T_20260712_200051_593408_frame_000150.jpg,False,0,NO_WARNING,KEEP,
T_20260712_200051_593408_frame_000210.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,210,7.0,30.0,1280,720,True,True,145.636,False,111.865,False,False,65.696,False,False,,0,0,0.916874,T_20260712_200051_593408_frame_000300.jpg,False,0,NO_WARNING,KEEP,
T_20260712_200051_593408_frame_000240.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,240,8.0,30.0,1280,720,True,True,144.054,False,110.214,False,False,64.418,False,False,,0,0,0.923018,T_20260712_200051_593408_frame_000270.jpg,False,0,NO_WARNING,KEEP,
T_20260712_200051_593408_frame_000270.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,270,9.0,30.0,1280,720,True,True,139.122,False,109.788,False,False,63.991,False,False,,0,0,0.923018,T_20260712_200051_593408_frame_000240.jpg,False,0,NO_WARNING,REJECT,
T_20260712_200051_593408_frame_000300.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,300,10.0,30.0,1280,720,True,True,141.752,False,109.058,False,False,64.187,False,False,,0,0,0.939979,T_20260712_200051_593408_frame_000330.jpg,False,0,NO_WARNING,KEEP,
T_20260712_200051_593408_frame_000330.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,330,11.0,30.0,1280,720,True,True,137.297,False,110.279,False,False,64.503,False,False,,0,0,0.939979,T_20260712_200051_593408_frame_000300.jpg,False,0,NO_WARNING,KEEP,
T_20260712_200134_229147_frame_000000.jpg,T_20260712_200134_229147.mp4,T_20260712_200134_229147,0,0.0,30.0,1280,720,True,True,145.461,False,112.001,False,False,65.321,False,False,,0,0,0.707138,T_20260712_200134_229147_frame_000090.jpg,False,0,NO_WARNING,REJECT,
T_20260712_200134_229147_frame_000030.jpg,T_20260712_200134_229147.mp4,T_20260712_200134_229147,30,1.0,30.0,1280,720,True,True,161.197,False,126.325,False,False,73.093,False,False,,0,3,0.983929,T_20260712_200134_229147_frame_000060.jpg,True,1,REVIEW,KEEP,
T_20260712_200134_229147_frame_000060.jpg,T_20260712_200134_229147.mp4,T_20260712_200134_229147,60,2.0,30.0,1280,720,True,True,157.415,False,124.973,False,False,72.024,False,False,,0,4,0.984967,T_20260712_200134_229147_frame_000150.jpg,True,1,REVIEW,KEEP,
T_20260712_200134_229147_frame_000090.jpg,T_20260712_200134_229147.mp4,T_20260712_200134_229147,90,3.0,30.0,1280,720,True,True,152.063,False,120.551,False,False,69.564,False,False,,0,5,0.991691,T_20260712_200134_229147_frame_000180.jpg,True,1,REVIEW,KEEP,
T_20260712_200134_229147_frame_000120.jpg,T_20260712_200134_229147.mp4,T_20260712_200134_229147,120,4.0,30.0,1280,720,True,True,149.656,False,119.628,False,False,69.296,False,False,,0,5,0.991464,T_20260712_200134_229147_frame_000180.jpg,True,1,REVIEW,KEEP,
T_20260712_200134_229147_frame_000150.jpg,T_20260712_200134_229147.mp4,T_20260712_200134_229147,150,5.0,30.0,1280,720,True,True,154.065,False,121.681,False,False,70.062,False,False,,0,4,0.991353,T_20260712_200134_229147_frame_000180.jpg,True,1,REVIEW,KEEP,
T_20260712_200134_229147_frame_000180.jpg,T_20260712_200134_229147.mp4,T_20260712_200134_229147,180,6.0,30.0,1280,720,True,True,152.233,False,120.789,False,False,69.688,False,False,,0,3,0.991691,T_20260712_200134_229147_frame_000090.jpg,True,1,REVIEW,KEEP,
T_20260712_200203_900296_frame_000000.jpg,T_20260712_200203_900296.mp4,T_20260712_200203_900296,0,0.0,30.0,1280,720,True,True,147.164,False,118.889,False,False,69.08,False,False,,0,0,0.800262,T_20260712_200203_900296_frame_000090.jpg,False,0,NO_WARNING,KEEP,
T_20260712_200203_900296_frame_000030.jpg,T_20260712_200203_900296.mp4,T_20260712_200203_900296,30,1.0,30.0,1280,720,True,True,138.815,False,113.047,False,False,66.498,False,False,,0,3,0.982967,T_20260712_200203_900296_frame_000060.jpg,True,1,REVIEW,KEEP,
T_20260712_200203_900296_frame_000060.jpg,T_20260712_200203_900296.mp4,T_20260712_200203_900296,60,2.0,30.0,1280,720,True,True,135.371,False,110.363,False,False,65.016,False,False,,0,4,0.982967,T_20260712_200203_900296_frame_000030.jpg,True,1,REVIEW,KEEP,
T_20260712_200203_900296_frame_000090.jpg,T_20260712_200203_900296.mp4,T_20260712_200203_900296,90,3.0,30.0,1280,720,True,True,135.124,False,108.482,False,False,62.984,False,False,,0,5,0.989696,T_20260712_200203_900296_frame_000150.jpg,True,1,REVIEW,KEEP,
T_20260712_200203_900296_frame_000120.jpg,T_20260712_200203_900296.mp4,T_20260712_200203_900296,120,4.0,30.0,1280,720,True,True,132.962,False,107.966,False,False,62.783,False,False,,0,5,0.993969,T_20260712_200203_900296_frame_000180.jpg,True,1,REVIEW,KEEP,
T_20260712_200203_900296_frame_000150.jpg,T_20260712_200203_900296.mp4,T_20260712_200203_900296,150,5.0,30.0,1280,720,True,True,132.421,False,107.883,False,False,62.764,False,False,,0,4,0.992013,T_20260712_200203_900296_frame_000180.jpg,True,1,REVIEW,KEEP,
T_20260712_200203_900296_frame_000180.jpg,T_20260712_200203_900296.mp4,T_20260712_200203_900296,180,6.0,30.0,1280,720,True,True,132.335,False,108.035,False,False,62.857,False,False,,0,3,0.993969,T_20260712_200203_900296_frame_000120.jpg,True,1,REVIEW,KEEP,
T_20260712_200241_482341_frame_000000.jpg,T_20260712_200241_482341.mp4,T_20260712_200241_482341,0,0.0,30.0,1280,720,True,True,129.561,False,107.892,False,False,62.827,False,False,,0,0,0.762951,T_20260712_200241_482341_frame_000090.jpg,False,0,NO_WARNING,KEEP,
T_20260712_200241_482341_frame_000030.jpg,T_20260712_200241_482341.mp4,T_20260712_200241_482341,30,1.0,30.0,1280,720,True,True,171.375,False,118.543,False,False,72.173,False,False,,0,0,0.942867,T_20260712_200241_482341_frame_000060.jpg,False,0,NO_WARNING,KEEP,
T_20260712_200241_482341_frame_000060.jpg,T_20260712_200241_482341.mp4,T_20260712_200241_482341,60,2.0,30.0,1280,720,True,True,165.723,False,116.761,False,False,71.381,False,False,,0,0,0.942867,T_20260712_200241_482341_frame_000030.jpg,False,0,NO_WARNING,KEEP,
T_20260712_200241_482341_frame_000090.jpg,T_20260712_200241_482341.mp4,T_20260712_200241_482341,90,3.0,30.0,1280,720,True,True,165.284,False,117.806,False,False,71.597,False,False,,0,1,0.982632,T_20260712_200241_482341_frame_000120.jpg,True,1,REVIEW,KEEP,
T_20260712_200241_482341_frame_000120.jpg,T_20260712_200241_482341.mp4,T_20260712_200241_482341,120,4.0,30.0,1280,720,True,True,166.218,False,117.231,False,False,71.412,False,False,,0,1,0.982632,T_20260712_200241_482341_frame_000090.jpg,True,1,REVIEW,KEEP,
T_20260712_200241_482341_frame_000150.jpg,T_20260712_200241_482341.mp4,T_20260712_200241_482341,150,5.0,30.0,1280,720,True,True,164.882,False,117.104,False,False,71.702,False,False,,0,0,0.949748,T_20260712_200241_482341_frame_000180.jpg,False,0,NO_WARNING,KEEP,
T_20260712_200241_482341_frame_000180.jpg,T_20260712_200241_482341.mp4,T_20260712_200241_482341,180,6.0,30.0,1280,720,True,True,161.113,False,113.085,False,False,68.649,False,False,,0,1,0.988899,T_20260712_200241_482341_frame_000210.jpg,True,1,REVIEW,REJECT,
T_20260712_200241_482341_frame_000210.jpg,T_20260712_200241_482341.mp4,T_20260712_200241_482341,210,7.0,30.0,1280,720,True,True,157.338,False,111.245,False,False,67.817,False,False,,0,1,0.988899,T_20260712_200241_482341_frame_000180.jpg,True,1,REVIEW,KEEP,
T_20260712_200303_171698_frame_000000.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,0,0.0,30.0,1280,720,True,True,143.812,False,111.087,False,False,67.781,False,False,,0,0,0.817493,T_20260712_200303_171698_frame_000030.jpg,False,0,NO_WARNING,KEEP,
T_20260712_200303_171698_frame_000030.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,30,1.0,30.0,1280,720,True,True,164.285,False,114.497,False,False,70.419,False,False,,0,0,0.907932,T_20260712_200303_171698_frame_000060.jpg,False,0,NO_WARNING,KEEP,
T_20260712_200303_171698_frame_000060.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,60,2.0,30.0,1280,720,True,True,164.506,False,116.375,False,False,70.873,False,False,,0,0,0.92399,T_20260712_200303_171698_frame_000090.jpg,False,0,NO_WARNING,KEEP,
T_20260712_200303_171698_frame_000090.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,90,3.0,30.0,1280,720,True,True,165.971,False,116.369,False,False,71.802,False,False,,0,0,0.92399,T_20260712_200303_171698_frame_000060.jpg,False,0,NO_WARNING,KEEP,
T_20260712_200303_171698_frame_000120.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,120,4.0,30.0,1280,720,True,True,168.863,False,117.252,False,False,70.985,False,False,,0,0,0.908164,T_20260712_200303_171698_frame_000150.jpg,False,0,NO_WARNING,KEEP,
T_20260712_200303_171698_frame_000150.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,150,5.0,30.0,1280,720,True,True,164.723,False,115.023,False,False,70.986,False,False,,0,0,0.908164,T_20260712_200303_171698_frame_000120.jpg,False,0,NO_WARNING,KEEP,
