image_filename,source_video,trial_id,source_frame_number,source_time_seconds,source_video_fps,frame_width,frame_height,read_success,resolution_ok,blur_score,is_blurry,mean_brightness,is_too_dark,is_too_bright,contrast_score,is_low_contrast,is_exact_duplicate,duplicate_of,quality_warning_count,near_duplicate_pair_count,highest_local_similarity,most_similar_image,near_duplicate_warning,automatic_warning_count,automatic_recommendation,human_decision,human_notes,final_dataset_selected,final_dataset_version
T_20260712_195728_922976_frame_000030.jpg,T_20260712_195728_922976.mp4,T_20260712_195728_922976,30,1.0,30.0,1280,720,True,True,144.5,False,115.985,False,False,66.747,False,False,,0,3,0.989745,T_20260712_195728_922976_frame_000060.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_195728_922976_frame_000060.jpg,T_20260712_195728_922976.mp4,T_20260712_195728_922976,60,2.0,30.0,1280,720,True,True,148.03,False,117.546,False,False,67.345,False,False,,0,4,0.989745,T_20260712_195728_922976_frame_000030.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_195728_922976_frame_000090.jpg,T_20260712_195728_922976.mp4,T_20260712_195728_922976,90,3.0,30.0,1280,720,True,True,144.394,False,114.838,False,False,65.675,False,False,,0,5,0.985697,T_20260712_195728_922976_frame_000030.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_195753_424095_frame_000000.jpg,T_20260712_195753_424095.mp4,T_20260712_195753_424095,0,0.0,30.0,1280,720,True,True,127.618,False,108.588,False,False,62.675,False,False,,0,0,0.885808,T_20260712_195753_424095_frame_000030.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_195753_424095_frame_000030.jpg,T_20260712_195753_424095.mp4,T_20260712_195753_424095,30,1.0,30.0,1280,720,True,True,149.378,False,116.296,False,False,66.492,False,False,,0,3,0.988274,T_20260712_195753_424095_frame_000090.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_195753_424095_frame_000060.jpg,T_20260712_195753_424095.mp4,T_20260712_195753_424095,60,2.0,30.0,1280,720,True,True,144.658,False,114.339,False,False,66.343,False,False,,0,4,0.986765,T_20260712_195753_424095_frame_000090.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_195753_424095_frame_000090.jpg,T_20260712_195753_424095.mp4,T_20260712_195753_424095,90,3.0,30.0,1280,720,True,True,147.013,False,115.101,False,False,66.348,False,False,,0,4,0.988274,T_20260712_195753_424095_frame_000030.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_195753_424095_frame_000120.jpg,T_20260712_195753_424095.mp4,T_20260712_195753_424095,120,4.0,30.0,1280,720,True,True,142.792,False,113.866,False,False,65.581,False,False,,0,4,0.989329,T_20260712_195753_424095_frame_000150.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_195837_322396_frame_000000.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,0,0.0,30.0,1280,720,True,True,135.514,False,110.946,False,False,63.931,False,False,,0,0,0.810032,T_20260712_195837_322396_frame_000090.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_195837_322396_frame_000030.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,30,1.0,30.0,1280,720,True,True,143.072,False,113.236,False,False,67.027,False,False,,0,0,0.900672,T_20260712_195837_322396_frame_000060.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_195837_322396_frame_000060.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,60,2.0,30.0,1280,720,True,True,147.833,False,114.993,False,False,67.672,False,False,,0,0,0.921309,T_20260712_195837_322396_frame_000120.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_195837_322396_frame_000090.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,90,3.0,30.0,1280,720,True,True,142.178,False,112.951,False,False,66.477,False,False,,0,0,0.906396,T_20260712_195837_322396_frame_000180.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_195837_322396_frame_000120.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,120,4.0,30.0,1280,720,True,True,144.1,False,113.092,False,False,66.984,False,False,,0,0,0.921309,T_20260712_195837_322396_frame_000060.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_195837_322396_frame_000180.jpg,T_20260712_195837_322396.mp4,T_20260712_195837_322396,180,6.0,30.0,1280,720,True,True,132.524,False,105.107,False,False,62.595,False,False,,0,0,0.906396,T_20260712_195837_322396_frame_000090.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_195933_076767_frame_000000.jpg,T_20260712_195933_076767.mp4,T_20260712_195933_076767,0,0.0,30.0,1280,720,True,True,142.674,False,110.36,False,False,63.734,False,False,,0,0,0.8926,T_20260712_195933_076767_frame_000060.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_195933_076767_frame_000030.jpg,T_20260712_195933_076767.mp4,T_20260712_195933_076767,30,1.0,30.0,1280,720,True,True,164.158,False,122.686,False,False,70.03,False,False,,0,3,0.977401,T_20260712_195933_076767_frame_000120.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_195933_076767_frame_000060.jpg,T_20260712_195933_076767.mp4,T_20260712_195933_076767,60,2.0,30.0,1280,720,True,True,151.005,False,115.771,False,False,66.357,False,False,,0,4,0.990243,T_20260712_195933_076767_frame_000090.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_195933_076767_frame_000090.jpg,T_20260712_195933_076767.mp4,T_20260712_195933_076767,90,3.0,30.0,1280,720,True,True,151.919,False,116.735,False,False,66.778,False,False,,0,4,0.990243,T_20260712_195933_076767_frame_000060.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_195933_076767_frame_000120.jpg,T_20260712_195933_076767.mp4,T_20260712_195933_076767,120,4.0,30.0,1280,720,True,True,155.508,False,118.052,False,False,67.398,False,False,,0,4,0.992861,T_20260712_195933_076767_frame_000150.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200002_161235_frame_000000.jpg,T_20260712_200002_161235.mp4,T_20260712_200002_161235,0,0.0,30.0,1280,720,True,True,151.629,False,117.122,False,False,67.142,False,False,,0,0,0.795999,T_20260712_200002_161235_frame_000090.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200002_161235_frame_000030.jpg,T_20260712_200002_161235.mp4,T_20260712_200002_161235,30,1.0,30.0,1280,720,True,True,174.563,False,126.708,False,False,72.475,False,False,,0,3,0.987084,T_20260712_200002_161235_frame_000060.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200002_161235_frame_000060.jpg,T_20260712_200002_161235.mp4,T_20260712_200002_161235,60,2.0,30.0,1280,720,True,True,176.757,False,125.344,False,False,71.664,False,False,,0,4,0.987084,T_20260712_200002_161235_frame_000030.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200002_161235_frame_000090.jpg,T_20260712_200002_161235.mp4,T_20260712_200002_161235,90,3.0,30.0,1280,720,True,True,170.739,False,122.469,False,False,70.464,False,False,,0,5,0.990914,T_20260712_200002_161235_frame_000120.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200002_161235_frame_000150.jpg,T_20260712_200002_161235.mp4,T_20260712_200002_161235,150,5.0,30.0,1280,720,True,True,166.043,False,119.212,False,False,68.24,False,False,,0,4,0.989716,T_20260712_200002_161235_frame_000180.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200033_240601_frame_000000.jpg,T_20260712_200033_240601.mp4,T_20260712_200033_240601,0,0.0,30.0,1280,720,True,True,159.7,False,117.78,False,False,67.5,False,False,,0,0,0.844992,T_20260712_200033_240601_frame_000090.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200033_240601_frame_000030.jpg,T_20260712_200033_240601.mp4,T_20260712_200033_240601,30,1.0,30.0,1280,720,True,True,163.056,False,124.748,False,False,71.767,False,False,,0,3,0.987889,T_20260712_200033_240601_frame_000060.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200033_240601_frame_000060.jpg,T_20260712_200033_240601.mp4,T_20260712_200033_240601,60,2.0,30.0,1280,720,True,True,162.903,False,123.646,False,False,71.124,False,False,,0,4,0.987889,T_20260712_200033_240601_frame_000030.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200033_240601_frame_000090.jpg,T_20260712_200033_240601.mp4,T_20260712_200033_240601,90,3.0,30.0,1280,720,True,True,151.017,False,118.122,False,False,67.951,False,False,,0,4,0.992154,T_20260712_200033_240601_frame_000150.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200033_240601_frame_000120.jpg,T_20260712_200033_240601.mp4,T_20260712_200033_240601,120,4.0,30.0,1280,720,True,True,148.814,False,117.39,False,False,67.732,False,False,,0,4,0.991769,T_20260712_200033_240601_frame_000150.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200033_240601_frame_000150.jpg,T_20260712_200033_240601.mp4,T_20260712_200033_240601,150,5.0,30.0,1280,720,True,True,150.439,False,117.916,False,False,67.952,False,False,,0,3,0.992154,T_20260712_200033_240601_frame_000090.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200051_593408_frame_000000.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,0,0.0,30.0,1280,720,True,True,147.949,False,117.834,False,False,67.853,False,False,,0,0,0.837502,T_20260712_200051_593408_frame_000060.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200051_593408_frame_000030.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,30,1.0,30.0,1280,720,True,True,157.073,False,119.061,False,False,69.919,False,False,,0,0,0.911433,T_20260712_200051_593408_frame_000060.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200051_593408_frame_000060.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,60,2.0,30.0,1280,720,True,True,152.149,False,118.474,False,False,69.413,False,False,,0,0,0.926958,T_20260712_200051_593408_frame_000090.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200051_593408_frame_000090.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,90,3.0,30.0,1280,720,True,True,148.885,False,114.251,False,False,67.84,False,False,,0,0,0.926958,T_20260712_200051_593408_frame_000060.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200051_593408_frame_000120.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,120,4.0,30.0,1280,720,True,True,146.11,False,113.744,False,False,66.844,False,False,,0,0,0.943071,T_20260712_200051_593408_frame_000150.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200051_593408_frame_000150.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,150,5.0,30.0,1280,720,True,True,141.037,False,111.019,False,False,65.613,False,False,,0,0,0.943071,T_20260712_200051_593408_frame_000120.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200051_593408_frame_000180.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,180,6.0,30.0,1280,720,True,True,142.351,False,110.251,False,False,65.403,False,False,,0,0,0.928993,T_20260712_200051_593408_frame_000150.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200051_593408_frame_000210.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,210,7.0,30.0,1280,720,True,True,145.636,False,111.865,False,False,65.696,False,False,,0,0,0.916874,T_20260712_200051_593408_frame_000300.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200051_593408_frame_000240.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,240,8.0,30.0,1280,720,True,True,144.054,False,110.214,False,False,64.418,False,False,,0,0,0.923018,T_20260712_200051_593408_frame_000270.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200051_593408_frame_000300.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,300,10.0,30.0,1280,720,True,True,141.752,False,109.058,False,False,64.187,False,False,,0,0,0.939979,T_20260712_200051_593408_frame_000330.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200051_593408_frame_000330.jpg,T_20260712_200051_593408.mp4,T_20260712_200051_593408,330,11.0,30.0,1280,720,True,True,137.297,False,110.279,False,False,64.503,False,False,,0,0,0.939979,T_20260712_200051_593408_frame_000300.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200134_229147_frame_000030.jpg,T_20260712_200134_229147.mp4,T_20260712_200134_229147,30,1.0,30.0,1280,720,True,True,161.197,False,126.325,False,False,73.093,False,False,,0,3,0.983929,T_20260712_200134_229147_frame_000060.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200134_229147_frame_000060.jpg,T_20260712_200134_229147.mp4,T_20260712_200134_229147,60,2.0,30.0,1280,720,True,True,157.415,False,124.973,False,False,72.024,False,False,,0,4,0.984967,T_20260712_200134_229147_frame_000150.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200134_229147_frame_000090.jpg,T_20260712_200134_229147.mp4,T_20260712_200134_229147,90,3.0,30.0,1280,720,True,True,152.063,False,120.551,False,False,69.564,False,False,,0,5,0.991691,T_20260712_200134_229147_frame_000180.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200134_229147_frame_000120.jpg,T_20260712_200134_229147.mp4,T_20260712_200134_229147,120,4.0,30.0,1280,720,True,True,149.656,False,119.628,False,False,69.296,False,False,,0,5,0.991464,T_20260712_200134_229147_frame_000180.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200134_229147_frame_000150.jpg,T_20260712_200134_229147.mp4,T_20260712_200134_229147,150,5.0,30.0,1280,720,True,True,154.065,False,121.681,False,False,70.062,False,False,,0,4,0.991353,T_20260712_200134_229147_frame_000180.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200134_229147_frame_000180.jpg,T_20260712_200134_229147.mp4,T_20260712_200134_229147,180,6.0,30.0,1280,720,True,True,152.233,False,120.789,False,False,69.688,False,False,,0,3,0.991691,T_20260712_200134_229147_frame_000090.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200203_900296_frame_000000.jpg,T_20260712_200203_900296.mp4,T_20260712_200203_900296,0,0.0,30.0,1280,720,True,True,147.164,False,118.889,False,False,69.08,False,False,,0,0,0.800262,T_20260712_200203_900296_frame_000090.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200203_900296_frame_000030.jpg,T_20260712_200203_900296.mp4,T_20260712_200203_900296,30,1.0,30.0,1280,720,True,True,138.815,False,113.047,False,False,66.498,False,False,,0,3,0.982967,T_20260712_200203_900296_frame_000060.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200203_900296_frame_000060.jpg,T_20260712_200203_900296.mp4,T_20260712_200203_900296,60,2.0,30.0,1280,720,True,True,135.371,False,110.363,False,False,65.016,False,False,,0,4,0.982967,T_20260712_200203_900296_frame_000030.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200203_900296_frame_000090.jpg,T_20260712_200203_900296.mp4,T_20260712_200203_900296,90,3.0,30.0,1280,720,True,True,135.124,False,108.482,False,False,62.984,False,False,,0,5,0.989696,T_20260712_200203_900296_frame_000150.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200203_900296_frame_000120.jpg,T_20260712_200203_900296.mp4,T_20260712_200203_900296,120,4.0,30.0,1280,720,True,True,132.962,False,107.966,False,False,62.783,False,False,,0,5,0.993969,T_20260712_200203_900296_frame_000180.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200203_900296_frame_000150.jpg,T_20260712_200203_900296.mp4,T_20260712_200203_900296,150,5.0,30.0,1280,720,True,True,132.421,False,107.883,False,False,62.764,False,False,,0,4,0.992013,T_20260712_200203_900296_frame_000180.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200203_900296_frame_000180.jpg,T_20260712_200203_900296.mp4,T_20260712_200203_900296,180,6.0,30.0,1280,720,True,True,132.335,False,108.035,False,False,62.857,False,False,,0,3,0.993969,T_20260712_200203_900296_frame_000120.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200241_482341_frame_000000.jpg,T_20260712_200241_482341.mp4,T_20260712_200241_482341,0,0.0,30.0,1280,720,True,True,129.561,False,107.892,False,False,62.827,False,False,,0,0,0.762951,T_20260712_200241_482341_frame_000090.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200241_482341_frame_000030.jpg,T_20260712_200241_482341.mp4,T_20260712_200241_482341,30,1.0,30.0,1280,720,True,True,171.375,False,118.543,False,False,72.173,False,False,,0,0,0.942867,T_20260712_200241_482341_frame_000060.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200241_482341_frame_000060.jpg,T_20260712_200241_482341.mp4,T_20260712_200241_482341,60,2.0,30.0,1280,720,True,True,165.723,False,116.761,False,False,71.381,False,False,,0,0,0.942867,T_20260712_200241_482341_frame_000030.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200241_482341_frame_000090.jpg,T_20260712_200241_482341.mp4,T_20260712_200241_482341,90,3.0,30.0,1280,720,True,True,165.284,False,117.806,False,False,71.597,False,False,,0,1,0.982632,T_20260712_200241_482341_frame_000120.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200241_482341_frame_000120.jpg,T_20260712_200241_482341.mp4,T_20260712_200241_482341,120,4.0,30.0,1280,720,True,True,166.218,False,117.231,False,False,71.412,False,False,,0,1,0.982632,T_20260712_200241_482341_frame_000090.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200241_482341_frame_000150.jpg,T_20260712_200241_482341.mp4,T_20260712_200241_482341,150,5.0,30.0,1280,720,True,True,164.882,False,117.104,False,False,71.702,False,False,,0,0,0.949748,T_20260712_200241_482341_frame_000180.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200241_482341_frame_000210.jpg,T_20260712_200241_482341.mp4,T_20260712_200241_482341,210,7.0,30.0,1280,720,True,True,157.338,False,111.245,False,False,67.817,False,False,,0,1,0.988899,T_20260712_200241_482341_frame_000180.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200303_171698_frame_000000.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,0,0.0,30.0,1280,720,True,True,143.812,False,111.087,False,False,67.781,False,False,,0,0,0.817493,T_20260712_200303_171698_frame_000030.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200303_171698_frame_000030.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,30,1.0,30.0,1280,720,True,True,164.285,False,114.497,False,False,70.419,False,False,,0,0,0.907932,T_20260712_200303_171698_frame_000060.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200303_171698_frame_000060.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,60,2.0,30.0,1280,720,True,True,164.506,False,116.375,False,False,70.873,False,False,,0,0,0.92399,T_20260712_200303_171698_frame_000090.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200303_171698_frame_000090.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,90,3.0,30.0,1280,720,True,True,165.971,False,116.369,False,False,71.802,False,False,,0,0,0.92399,T_20260712_200303_171698_frame_000060.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200303_171698_frame_000120.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,120,4.0,30.0,1280,720,True,True,168.863,False,117.252,False,False,70.985,False,False,,0,0,0.908164,T_20260712_200303_171698_frame_000150.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200303_171698_frame_000150.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,150,5.0,30.0,1280,720,True,True,164.723,False,115.023,False,False,70.986,False,False,,0,0,0.908164,T_20260712_200303_171698_frame_000120.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200303_171698_frame_000240.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,240,8.0,30.0,1280,720,True,True,163.41,False,115.105,False,False,69.045,False,False,,0,1,0.958085,T_20260712_200303_171698_frame_000210.jpg,True,1,REVIEW,KEEP,,True,V1
T_20260712_200303_171698_frame_000270.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,270,9.0,30.0,1280,720,True,True,147.87,False,116.576,False,False,69.674,False,False,,0,0,0.861862,T_20260712_200303_171698_frame_000240.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200303_171698_frame_000360.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,360,12.0,30.0,1280,720,True,True,177.591,False,118.184,False,False,70.588,False,False,,0,0,0.921309,T_20260712_200303_171698_frame_000330.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200303_171698_frame_000390.jpg,T_20260712_200303_171698.mp4,T_20260712_200303_171698,390,13.0,30.0,1280,720,True,True,177.061,False,117.686,False,False,70.667,False,False,,0,0,0.896708,T_20260712_200303_171698_frame_000330.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200340_371645_frame_000000.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,0,0.0,30.0,1280,720,True,True,156.648,False,114.802,False,False,67.583,False,False,,0,0,0.751513,T_20260712_200340_371645_frame_000030.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200340_371645_frame_000030.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,30,1.0,30.0,1280,720,True,True,160.333,False,118.722,False,False,68.526,False,False,,0,0,0.872609,T_20260712_200340_371645_frame_000060.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200340_371645_frame_000060.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,60,2.0,30.0,1280,720,True,True,179.366,False,120.485,False,False,71.285,False,False,,0,0,0.872609,T_20260712_200340_371645_frame_000030.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200340_371645_frame_000120.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,120,4.0,30.0,1280,720,True,True,168.08,False,122.111,False,False,70.32,False,False,,0,0,0.879196,T_20260712_200340_371645_frame_000210.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200340_371645_frame_000180.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,180,6.0,30.0,1280,720,True,True,178.906,False,120.425,False,False,71.592,False,False,,0,0,0.845155,T_20260712_200340_371645_frame_000210.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200340_371645_frame_000210.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,210,7.0,30.0,1280,720,True,True,150.545,False,112.198,False,False,65.805,False,False,,0,0,0.9103,T_20260712_200340_371645_frame_000240.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200340_371645_frame_000240.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,240,8.0,30.0,1280,720,True,True,153.689,False,111.908,False,False,66.199,False,False,,0,0,0.9103,T_20260712_200340_371645_frame_000210.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200340_371645_frame_000270.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,270,9.0,30.0,1280,720,True,True,159.103,False,113.44,False,False,66.31,False,False,,0,0,0.860317,T_20260712_200340_371645_frame_000210.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200340_371645_frame_000300.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,300,10.0,30.0,1280,720,True,True,147.195,False,107.267,False,False,64.241,False,False,,0,0,0.873825,T_20260712_200340_371645_frame_000210.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200340_371645_frame_000330.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,330,11.0,30.0,1280,720,True,True,164.782,False,114.265,False,False,67.165,False,False,,0,0,0.905372,T_20260712_200340_371645_frame_000360.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200340_371645_frame_000360.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,360,12.0,30.0,1280,720,True,True,161.68,False,109.922,False,False,66.267,False,False,,0,0,0.905372,T_20260712_200340_371645_frame_000330.jpg,False,0,NO_WARNING,KEEP,,True,V1
T_20260712_200340_371645_frame_000390.jpg,T_20260712_200340_371645.mp4,T_20260712_200340_371645,390,13.0,30.0,1280,720,True,True,153.37,False,110.547,False,False,64.765,False,False,,0,0,0.880679,T_20260712_200340_371645_frame_000330.jpg,False,0,NO_WARNING,KEEP,,True,V1
